merchant_id_normalized,transaction_count,total_transaction_amount,successful_transaction_count,failed_transaction_count,chargeback_count,total_disputed_amount,avg_transaction_amount,chargeback_rate,disputed_amount_ratio,success_rate,failure_rate,merchant_status_clean,merchant_category_clean,mcc_clean,merchant_duplicate_entity_flag
MCH1087,1,16140.0,1,0,0.0,0.0,16140.0,0.0,0.0,1.0,0.0,SUSPENDED,HOTELS,7011,False
MCH1089,2,26353.47,2,0,2.0,11112.91,13176.735,1.0,0.4216867835620888,1.0,0.0,ACTIVE,BOOKS_STATIONERY,5942,True
MCH1090,1,13660.74,1,0,0.0,0.0,13660.74,0.0,0.0,1.0,0.0,,,,
MCH1091,3,48599.71000000001,2,1,0.0,0.0,16199.903333333335,0.0,0.0,0.6666666666666666,0.3333333333333333,,,,
MCH1092,1,7957.06,0,0,0.0,0.0,7957.06,0.0,0.0,0.0,0.0,,,,
MCH1093,5,97943.56,2,2,0.0,0.0,19588.712,0.0,0.0,0.4,0.4,CLOSED,FOOD_SERVICES,5812,False
MCH1094,3,13282.93,3,0,0.0,0.0,4427.643333333333,0.0,0.0,1.0,0.0,,,,
MCH1095,2,39338.92,2,0,1.0,1247.41,19669.46,0.5,0.03170930976244391,1.0,0.0,ACTIVE,PHONE SERVICE,4814,False
MCH1096,4,50655.06,2,2,0.0,0.0,12663.765,0.0,0.0,0.5,0.5,ACTIVE,FASHION,5699,False
MCH1097,1,3111.18,1,0,0.0,0.0,3111.18,0.0,0.0,1.0,0.0,ENABLED,OTHER,5999,False
MCH1098,1,6363.08,0,1,0.0,0.0,6363.08,0.0,0.0,0.0,1.0,ACTIVE,HOTEL,7011,False
MCH1099,2,22656.600000000002,2,0,1.0,1863.8,11328.300000000001,0.5,0.08226300504047385,1.0,0.0,,,,
MCH1100,2,24870.09,1,1,0.0,0.0,12435.045,0.0,0.0,0.5,0.5,INACTIVE,RETAIL,5311,True
MCH1101,1,13714.54,1,0,0.0,0.0,13714.54,0.0,0.0,1.0,0.0,ACTIVE,MEDICAL,5912,True
MCH1102,1,1393.44,1,0,0.0,0.0,1393.44,0.0,0.0,1.0,0.0,,,,
MCH1103,2,13854.54,2,0,0.0,0.0,6927.27,0.0,0.0,1.0,0.0,,,,
MCH1104,3,31265.120000000003,3,0,1.0,3834.0,10421.706666666667,0.3333333333333333,0.1226286673455915,1.0,0.0,ACTIVE,TELECOM,4814,False
MCH1105,1,22150.58,0,1,0.0,0.0,22150.58,0.0,0.0,0.0,1.0,,,,
MCH1106,3,25384.01,3,0,0.0,0.0,8461.336666666666,0.0,0.0,1.0,0.0,ENABLED,GROCERY STORES,5411,True
MCH1107,3,35489.62,3,0,1.0,389.54,11829.873333333335,0.3333333333333333,0.010976167115906002,1.0,0.0,LIVE,MOBILE RECHARGE,,False
MCH1108,5,55267.72,4,1,1.0,0.0,11053.544,0.2,0.0,0.8,0.2,,,,
MCH1109,3,-10060.71,3,0,1.0,-857.98,-3353.5699999999997,0.3333333333333333,0.0,1.0,0.0,LIVE,DEPARTMENT STORES,5311.0,True
MCH1110,3,33667.409999999996,3,0,0.0,0.0,11222.47,0.0,0.0,1.0,0.0,,,,
MCH1111,1,21892.58,1,0,1.0,1817.11,21892.58,1.0,0.08300118122213096,1.0,0.0,,,,
MCH1112,3,50590.35,2,1,1.0,1425.61,16863.45,0.3333333333333333,0.0281794848226984,0.6666666666666666,0.3333333333333333,,,,
MCH1113,7,91459.25,6,1,2.0,8710.65,13065.607142857143,0.2857142857142857,0.09524077663002922,0.8571428571428571,0.14285714285714285,,,,
MCH1114,3,32360.510000000002,2,0,0.0,0.0,10786.836666666668,0.0,0.0,0.6666666666666666,0.0,,,,
MCH1115,4,54465.7,4,0,1.0,1300.37,13616.425,0.25,0.023875025933752802,1.0,0.0,ACTIVE,TRANSPRT,4131,False
MCH1116,5,57306.590000000004,3,2,0.0,0.0,11461.318000000001,0.0,0.0,0.6,0.4,,,,
MCH1117,2,39623.86,1,1,1.0,2283.53,19811.93,0.5,0.057630175353940785,0.5,0.5,,,,
MCH1118,3,45832.64,1,1,0.0,0.0,15277.546666666667,0.0,0.0,0.3333333333333333,0.3333333333333333,ACTIVE,TRANSPORT,4131,True
MCH1119,4,62995.82,3,1,0.0,0.0,15748.955,0.0,0.0,0.75,0.25,,,,
MCH1120,1,9117.03,1,0,0.0,0.0,9117.03,0.0,0.0,1.0,0.0,,,,
MCH1121,2,21227.04,2,0,1.0,2254.1,10613.52,0.5,0.10619002932109234,1.0,0.0,,,,
MCH1122,1,3433.0,1,0,1.0,980.58,3433.0,1.0,0.28563355665598605,1.0,0.0,ACTIVE,MEDICAL,5912,True
MCH1123,1,8786.91,1,0,0.0,0.0,8786.91,0.0,0.0,1.0,0.0,,,,
MCH1126,2,23002.649999999998,2,0,1.0,418.0,11501.324999999999,0.5,0.018171819333859363,1.0,0.0,ACTIVE,GROCERY STORES,5411,False
MCH1127,7,79906.43,4,1,0.0,0.0,11415.204285714284,0.0,0.0,0.5714285714285714,0.14285714285714285,,,,
MCH1128,2,4003.8500000000004,1,1,0.0,0.0,2001.9250000000002,0.0,0.0,0.5,0.5,ACTIVE,RETAIL OTHER,5999,True
MCH1129,4,32213.09,3,1,1.0,448.0,8053.2725,0.25,0.01390738982196368,0.75,0.25,,,,
MCH1130,2,28180.04,2,0,0.0,0.0,14090.02,0.0,0.0,1.0,0.0,LIVE,DEPARTMENT STORE,5311,True
MCH1132,2,18170.32,2,0,0.0,0.0,9085.16,0.0,0.0,1.0,0.0,ACTIVE,RETAIL OTHER,5999,False
MCH1133,3,32707.54,3,0,1.0,325.69,10902.513333333334,0.3333333333333333,0.009957642794291469,1.0,0.0,LIVE,PHARMACIES,5912,False
MCH1134,2,23434.6,1,1,0.0,0.0,11717.3,0.0,0.0,0.5,0.5,LIVE,GROCERY,5411,True
MCH1135,3,58398.490000000005,3,0,0.0,0.0,19466.163333333334,0.0,0.0,1.0,0.0,,,,
MCH1136,2,30824.799999999996,2,0,0.0,0.0,15412.399999999998,0.0,0.0,1.0,0.0,LIVE,BOOK STORE,5942.0,False
MCH1137,5,77063.76,4,1,1.0,5464.95,15412.751999999999,0.2,0.07091465560465776,0.8,0.2,,,,
MCH1138,1,16881.5,1,0,0.0,0.0,16881.5,0.0,0.0,1.0,0.0,ACTIVE,BOOKS_STATIONERY,5942,False
MCH1139,1,14301.02,0,0,1.0,9500.5,14301.02,1.0,0.6643232440762966,0.0,0.0,,,,
MCH1140,2,42052.41,2,0,1.0,3969.0,21026.205,0.5,0.09438222446704005,1.0,0.0,,,,
MCH1141,2,29162.38,2,0,1.0,1341.86,14581.19,0.5,0.04601339122527036,1.0,0.0,,,,
MCH1142,3,44299.45,3,0,1.0,-2477.45,14766.483333333332,0.3333333333333333,-0.055925073561861376,1.0,0.0,LIVE,PHONE SERVICE,4814,True
MCH1145,3,55858.62,3,0,0.0,0.0,18619.54,0.0,0.0,1.0,0.0,,,,
MCH1146,1,18542.66,1,0,0.0,0.0,18542.66,0.0,0.0,1.0,0.0,,,,
MCH1147,3,-6760.389999999998,2,1,0.0,0.0,-2253.4633333333327,0.0,0.0,0.6666666666666666,0.3333333333333333,DISABLED,PHONE SERVICE,4814,False
MCH1148,2,24264.29,1,1,0.0,0.0,12132.145,0.0,0.0,0.5,0.5,ACTIVE,BUS/TAXI,4131,False
MCH1149,3,29603.0,3,0,0.0,0.0,9867.666666666666,0.0,0.0,1.0,0.0,,,,
MCH1151,5,109837.48,1,3,1.0,0.0,21967.496,0.2,0.0,0.2,0.6,,,,
MCH1152,2,19194.47,2,0,1.0,4146.46,9597.235,0.5,0.21602367765299066,1.0,0.0,ACTIVE,GROCERY,,False
MCH1153,1,11806.95,1,0,0.0,0.0,11806.95,0.0,0.0,1.0,0.0,ENABLED,DEPARTMENT STORE,5311,True
MCH1155,2,-3913.1399999999994,2,0,0.0,0.0,-1956.5699999999997,0.0,0.0,1.0,0.0,DISABLED,TRANSPORTATION,4131,False
MCH1156,2,16735.89,2,0,0.0,0.0,8367.945,0.0,0.0,1.0,0.0,,,,
MCH1157,4,36882.14,4,0,1.0,3230.0,9220.535,0.25,0.08757626319947812,1.0,0.0,,,,
MCH1158,2,7604.06,2,0,0.0,0.0,3802.03,0.0,0.0,1.0,0.0,,,,
MCH1159,2,22642.06,2,0,0.0,0.0,11321.03,0.0,0.0,1.0,0.0,ENABLED,BOOKS_STATIONERY,5942,True
MCH1160,4,13932.859999999999,3,1,1.0,-2616.12,3483.2149999999997,0.25,-0.1877661872723906,0.75,0.25,,,,
MCH1161,2,30372.559999999998,2,0,0.0,0.0,15186.279999999999,0.0,0.0,1.0,0.0,ENABLED,GROCERY_STORE,5411,False
MCH1162,1,16735.01,1,0,0.0,0.0,16735.01,0.0,0.0,1.0,0.0,LIVE,MISCELLANEOUS,5999,False
MCH1163,1,14263.98,1,0,0.0,0.0,14263.98,0.0,0.0,1.0,0.0,CLOSED,TELECOM,4814,True
MCH1164,4,45858.05,4,0,0.0,0.0,11464.5125,0.0,0.0,1.0,0.0,ENABLED,TRANSPORT,4131,False
MCH1165,2,30812.93,2,0,0.0,0.0,15406.465,0.0,0.0,1.0,0.0,,,,
MCH1166,4,52551.159999999996,3,1,1.0,9012.82,13137.789999999999,0.25,0.17150563374814182,0.75,0.25,,,,
MCH1167,2,23441.03,2,0,0.0,0.0,11720.515,0.0,0.0,1.0,0.0,,,,
MCH1169,1,11683.41,1,0,0.0,0.0,11683.41,0.0,0.0,1.0,0.0,ACTIVE,EATING PLACE,5812,False
MCH1170,3,42426.92,3,0,1.0,985.98,14142.306666666665,0.3333333333333333,0.023239490399020245,1.0,0.0,INACTIVE,DEPARTMENT STORE,5311,False
MCH1171,2,35733.43,2,0,1.0,-1898.31,17866.715,0.5,-0.05312420330206196,1.0,0.0,LIVE,MEDICAL_STORE,5912,False
MCH1172,2,13542.62,2,0,0.0,0.0,6771.31,0.0,0.0,1.0,0.0,,,,
MCH1173,5,62937.020000000004,5,0,2.0,2773.41,12587.404,0.4,0.044066433396433444,1.0,0.0,,,,
MCH1174,2,-14466.0,1,1,0.0,0.0,-7233.0,0.0,0.0,0.5,0.5,ACTIVE,GROCERIES,5411,False
MCH1175,2,21689.45,1,1,1.0,2207.71,10844.725,0.5,0.1017872744583196,0.5,0.5,,,,
MCH1176,4,75950.83,3,1,1.0,2655.0,18987.7075,0.25,0.03495682667325689,0.75,0.25,,,,
MCH1177,1,17851.81,1,0,0.0,0.0,17851.81,0.0,0.0,1.0,0.0,ACTIVE,TRANSPORTATION,4131,False
MCH1178,1,2507.3,1,0,0.0,0.0,2507.3,0.0,0.0,1.0,0.0,,,,
MCH1180,1,15511.54,1,0,0.0,0.0,15511.54,0.0,0.0,1.0,0.0,ENABLED,GROCERY,5411,False
MCH1181,1,8025.13,0,1,0.0,0.0,8025.13,0.0,0.0,0.0,1.0,,,,
MCH1182,4,56432.15,4,0,1.0,380.69,14108.0375,0.25,0.0067459772487846025,1.0,0.0,,,,
MCH1183,2,19648.64,2,0,1.0,848.3,9824.32,0.5,0.04317347154815804,1.0,0.0,ACTIVE,FOOD_SERVICES,5812,False
MCH1184,1,8152.63,0,1,0.0,0.0,8152.63,0.0,0.0,0.0,1.0,,,,
MCH1185,2,32752.04,2,0,0.0,0.0,16376.02,0.0,0.0,1.0,0.0,ACTIVE,OTHER,5999,False
MCH1186,2,19490.03,2,0,2.0,6349.5599999999995,9745.015,1.0,0.32578502957666045,1.0,0.0,,,,
MCH1187,4,39033.75,3,1,0.0,0.0,9758.4375,0.0,0.0,0.75,0.25,,,,
MCH1188,2,19562.15,1,1,0.0,0.0,9781.075,0.0,0.0,0.5,0.5,LIVE,PHARMACIES,5912,False
MCH1189,4,25385.980000000003,4,0,0.0,0.0,6346.495000000001,0.0,0.0,1.0,0.0,LIVE,APPAREL,5699,False
MCH1190,2,8321.18,1,0,0.0,0.0,4160.59,0.0,0.0,0.5,0.0,,,,
MCH1191,3,59095.5,3,0,1.0,438.11,19698.5,0.3333333333333333,0.007413593251601222,1.0,0.0,INACTIVE,PHONE SERVICE,4814,False
MCH1193,2,40509.47,1,1,1.0,1072.99,20254.735,0.5,0.026487386776474733,0.5,0.5,ACTIVE,RESTAURANTS,5812,False
MCH1194,3,27039.4,2,1,0.0,0.0,9013.133333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,,,,
MCH1195,7,77885.89,5,2,3.0,7414.65,11126.555714285714,0.42857142857142855,0.09519888647353197,0.7142857142857143,0.2857142857142857,ACTIVE,TRANSPORT,4131,True
MCH1196,4,25515.57,3,0,0.0,0.0,6378.8925,0.0,0.0,0.75,0.0,,,,
MCH1197,5,85333.81,5,0,2.0,18876.03,17066.762,0.4,0.22120224094060723,1.0,0.0,LIVE,GROCERY STORES,5411,False
MCH1198,2,27661.93,2,0,0.0,0.0,13830.965,0.0,0.0,1.0,0.0,,,,
MCH1200,2,14390.16,2,0,0.0,0.0,7195.08,0.0,0.0,1.0,0.0,ACTIVE,CLOTHS,,False
MCH1201,3,24292.5,3,0,1.0,2797.85,8097.5,0.3333333333333333,0.11517340743027683,1.0,0.0,,,,
MCH1202,3,47490.07,3,0,0.0,0.0,15830.023333333333,0.0,0.0,1.0,0.0,LIVE,RETAIL,5311,False
MCH1204,2,13642.46,2,0,1.0,3794.91,6821.23,0.5,0.2781690398945645,1.0,0.0,ACTIVE,DEPARTMENT STORE,5311,False
MCH1205,1,14581.81,0,0,0.0,0.0,14581.81,0.0,0.0,0.0,0.0,,,,
MCH1206,4,36844.630000000005,4,0,0.0,0.0,9211.157500000001,0.0,0.0,1.0,0.0,,,,
MCH1207,2,23297.96,1,0,1.0,1358.0,11648.98,0.5,0.05828836516158496,0.5,0.0,ACTIVE,FOOD,5812,False
MCH1208,3,50492.34,3,0,0.0,0.0,16830.78,0.0,0.0,1.0,0.0,,,,
MCH1209,3,38115.85,1,1,1.0,2231.72,12705.283333333333,0.3333333333333333,0.05855097026565064,0.3333333333333333,0.3333333333333333,,,,
MCH1210,3,34337.72,2,0,0.0,0.0,11445.906666666668,0.0,0.0,0.6666666666666666,0.0,SUSPENDED,BOOK STORE,,False
MCH1211,1,11403.34,0,1,0.0,0.0,11403.34,0.0,0.0,0.0,1.0,ACTIVE,RETAIL,5311,False
MCH1212,3,47921.399999999994,3,0,1.0,-4245.22,15973.799999999997,0.3333333333333333,-0.08858714478291538,1.0,0.0,,,,
MCH1213,2,27778.83,1,1,0.0,0.0,13889.415,0.0,0.0,0.5,0.5,ACTIVE,PHARMACIES,5912,True
MCH1215,2,29019.82,1,0,0.0,0.0,14509.91,0.0,0.0,0.5,0.0,,,,
MCH1216,2,10757.02,2,0,0.0,0.0,5378.51,0.0,0.0,1.0,0.0,ACTIVE,MISC RETAIL,5999,True
MCH1217,3,27184.14,1,2,0.0,0.0,9061.38,0.0,0.0,0.3333333333333333,0.6666666666666666,,,,
MCH1218,3,49378.69,2,1,0.0,0.0,16459.563333333335,0.0,0.0,0.6666666666666666,0.3333333333333333,,,,
MCH1219,2,36141.869999999995,2,0,0.0,0.0,18070.934999999998,0.0,0.0,1.0,0.0,LIVE,GARMENTS,5699,True
MCH1220,1,10483.44,1,0,0.0,0.0,10483.44,0.0,0.0,1.0,0.0,,,,
MCH1221,1,17495.37,1,0,0.0,0.0,17495.37,0.0,0.0,1.0,0.0,ACTIVE,BOOKS,5942,True
MCH1222,2,28402.3,2,0,0.0,0.0,14201.15,0.0,0.0,1.0,0.0,ACTIVE,GROCERY_STORE,5411,False
MCH1223,3,40788.14,3,0,1.0,875.3,13596.046666666667,0.3333333333333333,0.02145966940390025,1.0,0.0,,,,
MCH1224,1,24596.31,1,0,0.0,0.0,24596.31,0.0,0.0,1.0,0.0,ENABLED,BOOKS,5942,False
MCH1225,6,83127.23,5,1,0.0,0.0,13854.538333333332,0.0,0.0,0.8333333333333334,0.16666666666666666,,,,
MCH1226,2,33503.03,2,0,1.0,738.08,16751.515,0.5,0.022030246219521044,1.0,0.0,ACTIVE,HOTEL,,True
MCH1227,4,39489.1,4,0,0.0,0.0,9872.275,0.0,0.0,1.0,0.0,LIVE,OTHER,5999,True
MCH1228,1,10748.0,1,0,0.0,0.0,10748.0,0.0,0.0,1.0,0.0,,,,
MCH1229,5,73956.76,5,0,0.0,0.0,14791.351999999999,0.0,0.0,1.0,0.0,ACTIVE,STATIONERY,5942,True
MCH1230,1,6953.54,1,0,0.0,0.0,6953.54,0.0,0.0,1.0,0.0,,,,
MCH1231,2,24485.5,2,0,0.0,0.0,12242.75,0.0,0.0,1.0,0.0,,,,
MCH1232,2,27975.33,2,0,0.0,0.0,13987.665,0.0,0.0,1.0,0.0,,,,
MCH1233,4,51647.57,4,0,0.0,0.0,12911.8925,0.0,0.0,1.0,0.0,ACTIVE,BOOKS,5942,False
MCH1234,3,46349.79,2,1,0.0,0.0,15449.93,0.0,0.0,0.6666666666666666,0.3333333333333333,ACTIVE,HOSPITALITY,UNKNOWN,True
