user_id_normalized,transaction_count,total_transaction_amount,avg_transaction_amount,median_transaction_amount,amount_std,successful_transaction_count,failed_transaction_count,pending_transaction_count,success_rate,failure_rate,pending_rate,chargeback_transaction_count,chargeback_rate,total_disputed_amount,avg_disputed_amount,median_disputed_amount,max_disputed_amount,dispute_after_7_days_count,dispute_after_7_days_rate,unique_merchant_count,unique_category_count,negative_transaction_count,missing_utr_count,kyc_status,kyc_match_flag,kyc_duplicate_entity_flag
USR10358,2,20071.96,10035.98,10035.98,7785.9386255094505,2,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,2,1,0,1,UNKNOWN,False,False
USR10363,1,5975.13,5975.13,5975.13,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,VERIFIED,True,False
USR10364,2,21079.1,10539.55,10539.55,105.58518456677507,2,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,2,1,0,0,UNKNOWN,False,False
USR10365,1,10346.98,10346.98,10346.98,,1,0,0,1.0,0.0,0.0,1,1.0,4081.84,4081.84,4081.84,4081.84,0,0.0,1,1,0,0,UNKNOWN,False,False
USR10366,1,7052.81,7052.81,7052.81,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,False,False
USR10369,1,8814.65,8814.65,8814.65,,0,1,0,0.0,1.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,VERIFIED,True,False
USR10373,1,16722.14,16722.14,16722.14,,0,1,0,0.0,1.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,UNKNOWN,False,False
USR10378,2,18720.120000000003,9360.060000000001,9360.060000000001,7073.245700751529,2,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,2,1,0,0,UNKNOWN,False,False
USR10382,1,1117.86,1117.86,1117.86,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,VERIFIED,True,False
USR10385,1,10400.56,10400.56,10400.56,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,UNKNOWN,False,False
USR10391,1,21550.55,21550.55,21550.55,,1,0,0,1.0,0.0,0.0,1,1.0,2042.84,2042.84,2042.84,2042.84,0,0.0,1,1,0,0,UNKNOWN,False,False
USR10393,1,11108.38,11108.38,11108.38,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,VERIFIED,True,False
USR10396,1,3323.03,3323.03,3323.03,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,UNKNOWN,False,False
USR10400,2,34807.81,17403.905,17403.905,3707.438635506999,2,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,2,1,0,0,UNKNOWN,False,False
USR10402,2,5293.51,2646.755,2646.755,1068.4878438475562,2,0,0,1.0,0.0,0.0,1,0.5,1518.0,1518.0,1518.0,1518.0,0,0.0,2,1,0,0,UNKNOWN,False,False
USR10411,1,16376.64,16376.64,16376.64,,0,0,1,0.0,0.0,1.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,UNKNOWN,False,False
USR10415,1,20519.2,20519.2,20519.2,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,VERIFIED,True,False
USR10421,1,11190.02,11190.02,11190.02,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,False,False
USR10422,1,21578.95,21578.95,21578.95,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,UNKNOWN,False,False
USR10428,1,23216.48,23216.48,23216.48,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,False,False
USR10435,1,23559.16,23559.16,23559.16,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,False,False
USR10436,1,18953.43,18953.43,18953.43,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,VERIFIED,True,True
USR10437,1,13307.52,13307.52,13307.52,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,False,False
USR10440,1,1314.1,1314.1,1314.1,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,False,False
USR10441,1,18736.74,18736.74,18736.74,,1,0,0,1.0,0.0,0.0,1,1.0,1327.87,1327.87,1327.87,1327.87,1,1.0,1,1,0,0,UNKNOWN,False,False
USR10446,1,14268.33,14268.33,14268.33,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,VERIFIED,True,True
USR10448,1,8478.13,8478.13,8478.13,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,VERIFIED,True,True
USR10449,1,5619.77,5619.77,5619.77,,1,0,0,1.0,0.0,0.0,1,1.0,1819.68,1819.68,1819.68,1819.68,1,1.0,1,1,0,0,UNKNOWN,False,False
USR10452,1,310.0,310.0,310.0,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,UNKNOWN,False,False
USR10453,1,19466.04,19466.04,19466.04,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,False,False
USR10459,1,16058.82,16058.82,16058.82,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,UNKNOWN,False,False
USR10465,1,8173.69,8173.69,8173.69,,1,0,0,1.0,0.0,0.0,1,1.0,1451.78,1451.78,1451.78,1451.78,0,0.0,1,1,0,0,UNKNOWN,False,False
USR10471,1,3515.72,3515.72,3515.72,,1,0,0,1.0,0.0,0.0,1,1.0,529.68,529.68,529.68,529.68,1,1.0,1,0,0,0,UNKNOWN,False,False
USR10473,1,9522.9,9522.9,9522.9,,0,1,0,0.0,1.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,False,False
USR10478,1,10158.0,10158.0,10158.0,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,VERIFIED,True,False
USR10484,1,12842.92,12842.92,12842.92,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,False,False
USR10485,1,4011.6,4011.6,4011.6,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,1,UNKNOWN,False,False
USR10487,1,3300.86,3300.86,3300.86,,1,0,0,1.0,0.0,0.0,1,1.0,-3662.83,-3662.83,-3662.83,-3662.83,1,1.0,1,0,0,0,VERIFIED,True,False
USR10490,1,19209.22,19209.22,19209.22,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,False,False
USR10495,1,19795.4,19795.4,19795.4,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,UNKNOWN,False,False
USR10497,1,5964.18,5964.18,5964.18,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,False,False
USR10503,1,17599.39,17599.39,17599.39,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,UNKNOWN,False,False
USR10504,2,48894.57,24447.285,24447.285,693.7919604968037,2,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,2,2,0,0,VERIFIED,True,False
USR10508,1,10901.63,10901.63,10901.63,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,1,PENDING,True,False
USR10525,1,8537.7,8537.7,8537.7,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,KYC_DONE,True,False
USR10529,1,9741.23,9741.23,9741.23,,1,0,0,1.0,0.0,0.0,1,1.0,2045.0,2045.0,2045.0,2045.0,0,0.0,1,1,0,0,VERIFIED,True,False
USR10533,1,9772.11,9772.11,9772.11,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,UNKNOWN,False,False
USR10535,1,9842.27,9842.27,9842.27,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,UNKNOWN,False,False
USR10549,1,21986.64,21986.64,21986.64,,1,0,0,1.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0,0.0,1,0,0,0,UNDER REVIEW,True,False
USR10560,1,9783.4,9783.4,9783.4,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,VERIFIED,True,False
USR10561,1,12847.56,12847.56,12847.56,,0,1,0,0.0,1.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,REJECT,True,True
USR10563,1,7395.86,7395.86,7395.86,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,False,False
USR10564,1,8498.56,8498.56,8498.56,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,UNKNOWN,False,False
USR10565,1,2991.3,2991.3,2991.3,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,VERIFIED,True,False
USR10569,1,8818.59,8818.59,8818.59,,1,0,0,1.0,0.0,0.0,1,1.0,2406.17,2406.17,2406.17,2406.17,1,1.0,1,1,0,0,UNKNOWN,False,False
USR10571,1,21343.86,21343.86,21343.86,,0,1,0,0.0,1.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,UNKNOWN,False,False
USR10572,2,7604.32,3802.16,3802.16,2517.370851702228,2,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,2,0,0,1,UNKNOWN,False,False
USR10578,1,8187.0,8187.0,8187.0,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,PENDING,True,False
USR10579,2,29373.91,14686.955,14686.955,9500.311945428422,2,0,0,1.0,0.0,0.0,1,0.5,1285.1999999999998,1285.1999999999998,1285.1999999999998,1285.1999999999998,1,1.0,2,0,0,0,VERIFIED,True,False
USR10591,1,24954.97,24954.97,24954.97,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,UNKNOWN,False,False
USR10593,1,958.38,958.38,958.38,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,PENDING,True,True
USR10599,1,11699.73,11699.73,11699.73,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,VERIFIED,True,False
USR10603,1,-19709.0,-19709.0,-19709.0,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,1,0,VERIFIED,True,True
USR10610,1,20068.06,20068.06,20068.06,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,PENDING,True,False
USR10614,1,9427.12,9427.12,9427.12,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,UNKNOWN,False,False
USR10621,1,20542.71,20542.71,20542.71,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,VERIFIED,True,False
USR10624,1,23177.46,23177.46,23177.46,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,VERIFIED,True,False
USR10627,1,22398.77,22398.77,22398.77,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,UNKNOWN,False,False
USR10632,1,6432.08,6432.08,6432.08,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,UNKNOWN,False,False
USR10637,1,10809.86,10809.86,10809.86,,0,1,0,0.0,1.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,REJECT,True,False
USR10643,1,13768.13,13768.13,13768.13,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,False,False
USR10647,1,1068.32,1068.32,1068.32,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,False,False
USR10648,1,22831.88,22831.88,22831.88,,0,0,1,0.0,0.0,1.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,PENDING,True,True
USR10649,2,38948.130000000005,19474.065000000002,19474.065000000002,1964.4062777465372,2,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,2,0,0,0,UNKNOWN,False,False
USR10651,1,4237.36,4237.36,4237.36,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,REJECTED,True,False
USR10652,1,9279.38,9279.38,9279.38,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,REJECTED,True,False
USR10662,2,39710.84,19855.42,19855.42,4127.594413820235,2,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,2,0,0,0,UNKNOWN,False,False
USR10667,1,550.83,550.83,550.83,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,PENDING,True,True
USR10673,1,4680.93,4680.93,4680.93,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,UNKNOWN,False,False
USR10674,1,17436.98,17436.98,17436.98,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,0,VERIFIED,True,False
USR10692,1,4686.24,4686.24,4686.24,,1,0,0,1.0,0.0,0.0,1,1.0,779.81,779.81,779.81,779.81,1,1.0,1,0,0,0,UNKNOWN,False,False
USR10698,1,20288.21,20288.21,20288.21,,1,0,0,1.0,0.0,0.0,1,1.0,847.6,847.6,847.6,847.6,1,1.0,1,0,0,0,UNKNOWN,False,False
USR10705,1,21693.96,21693.96,21693.96,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,0,UNKNOWN,False,False
USR10716,1,12109.77,12109.77,12109.77,,1,0,0,1.0,0.0,0.0,1,1.0,2000.05,2000.05,2000.05,2000.05,1,1.0,1,1,0,0,PENDING,True,False
USR10730,1,10276.3,10276.3,10276.3,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,1,UNKNOWN,False,False
USR10731,1,471.0,471.0,471.0,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,1,0,1,UNKNOWN,False,False
USR10736,1,5702.18,5702.18,5702.18,,1,0,0,1.0,0.0,0.0,0,0.0,0.0,,,,0,0.0,1,0,0,1,UNKNOWN,False,False
