txn_id_normalized,user_id_normalized,merchant_id_normalized,amount_numeric,amount_abs,amount_percentile,negative_amount_flag,amount_missing_flag,amount_iqr_anomaly_flag,transaction_date,transaction_hour,transaction_day,transaction_week,transaction_month,day_of_week,weekend_flag,success_flag,failed_flag,pending_flag,missing_utr_flag,kyc_match_flag,merchant_match_flag,referential_integrity_issue_flag,timestamp_invalid_flag,duplicate_txn_id_flag,has_chargeback,chargeback_count,total_disputed_amount,max_dispute_severity,dispute_after_7_days_flag,chargeback_report_delay_hours,invalid_chargeback_delay_flag,user_transaction_count,user_total_transaction_amount,user_avg_transaction_amount,merchant_transaction_count,merchant_total_transaction_amount,merchant_avg_transaction_amount,user_amount_mean,user_amount_std,user_amount_zscore,user_relative_amount_anomaly,merchant_amount_mean,merchant_amount_std,merchant_amount_zscore,merchant_relative_amount_anomaly
TXN00008304,USR95674,MCH5401,5379.22,5379.22,23.18,False,False,False,2026-03-20,5,20,12,3,4,False,True,False,False,False,True,True,False,False,False,True,1.0,6321.44,MEDIUM,False,,False,1.0,5379.22,5379.22,6.0,30566.46,5094.41,5379.22,,,False,5094.41,1142.1392663243832,0.24936538686439877,False
TXN00002751,USR62352,MCH6961,9710.26,9710.26,39.995000000000005,False,False,False,2026-08-01,18,1,31,8,5,True,True,False,False,False,True,False,True,False,False,False,0.0,0.0,,False,,False,1.0,9710.26,9710.26,5.0,39816.59,7963.317999999999,9710.26,,,False,7963.317999999999,7558.868871469461,0.23111156307972724,False
TXN00016154,USR24396,MCH4549,7444.86,7444.86,31.209999999999997,False,False,False,2026-12-01,6,1,49,12,1,False,True,False,False,False,True,False,True,False,False,False,0.0,0.0,,False,,False,1.0,7444.86,7444.86,4.0,46535.71,11633.9275,7444.86,,,False,11633.9275,9831.3256932636,,False
TXN00002002,USR30273,MCH3715,6182.0,6182.0,26.334999999999997,False,False,False,2026-02-02,21,2,6,2,0,False,True,False,False,False,False,True,True,False,False,False,0.0,0.0,,False,,False,1.0,6182.0,6182.0,5.0,60815.58,12163.116,6182.0,,,False,12163.116,6146.420414947223,-0.9731055795426511,False
TXN00017871,USR84134,MCH7932,1129.96,1129.96,6.47,False,False,False,2026-03-23,2,23,13,3,0,False,False,True,False,False,False,True,True,False,False,True,2.0,5375.87,HIGH,False,,False,1.0,1129.96,1129.96,7.0,84058.99,12008.427142857143,1129.96,,,False,12008.427142857143,7533.648764911804,-1.4439838493033985,False
TXN00009906,USR91737,MCH9669,9793.08,9793.08,40.285,False,False,False,2026-02-19,18,19,8,2,3,False,True,False,False,False,False,False,True,False,False,False,0.0,0.0,,False,,False,2.0,10703.19,5351.595,2.0,32516.93,16258.465,5351.595,6281.208324076667,,False,16258.465,9143.435152963571,,False
TXN00012105,USR62385,MCH7681,7551.46,7551.46,31.580000000000002,False,False,False,2026-02-11,21,11,7,2,2,False,True,False,False,False,False,True,True,False,False,True,1.0,1866.96,L,True,626.9783333333334,False,1.0,7551.46,7551.46,2.0,20415.9,10207.95,7551.46,,,False,10207.95,3756.844186308503,,False
TXN00003363,USR87291,MCH4490,17312.05,17312.05,70.06,False,False,False,2026-03-30,3,30,14,3,0,False,True,False,False,False,False,True,True,False,False,False,0.0,0.0,,False,,False,1.0,17312.05,17312.05,3.0,37727.35,12575.783333333333,17312.05,,,False,12575.783333333333,4191.999359044958,,False
TXN00004301,USR98963,MCH8511,2024.58,2024.58,10.195,False,False,False,2026-03-15,1,15,11,3,6,True,False,False,True,False,True,True,False,False,False,False,0.0,0.0,,False,,False,1.0,2024.58,2024.58,2.0,18894.68,9447.34,2024.58,,,False,9447.34,10497.367862240513,,False
TXN00012813,USR20191,MCH8936,7452.0,7452.0,31.240000000000002,False,False,False,2026-01-09,6,9,2,1,4,False,True,False,False,False,False,False,True,False,False,False,0.0,0.0,,False,,False,1.0,7452.0,7452.0,5.0,38123.75,7624.75,7452.0,,,False,7624.75,8963.408576981192,-0.019272802139538404,False
TXN00009678,USR64256,MCH3235,1728.09,1728.09,8.895,False,False,False,2026-03-06,7,6,10,3,4,False,True,False,False,True,False,False,True,False,False,False,0.0,0.0,,False,,False,1.0,1728.09,1728.09,1.0,1728.09,1728.09,1728.09,,,False,1728.09,,,False
TXN00017971,USR62625,MCH9776,1198.21,1198.21,6.7250000000000005,False,False,False,2026-01-03,10,3,1,1,5,True,True,False,False,False,True,False,True,False,False,False,0.0,0.0,,False,,False,1.0,1198.21,1198.21,3.0,19218.78,6406.259999999999,1198.21,,,False,6406.259999999999,8340.348422332247,,False
TXN00016152,USR20475,MCH5563,13950.77,13950.77,57.035000000000004,False,False,False,2026-01-21,9,21,4,1,2,False,True,False,False,False,False,True,True,False,False,False,0.0,0.0,,False,,False,1.0,13950.77,13950.77,4.0,63456.6,15864.15,13950.77,,,False,15864.15,8116.794867002614,,False
TXN00011334,USR32767,MCH8033,18247.02,18247.02,73.775,False,False,False,2026-03-29,13,29,13,3,6,True,True,False,False,False,True,True,False,False,False,False,0.0,0.0,,False,,False,1.0,18247.02,18247.02,3.0,53210.72,17736.906666666666,18247.02,,,False,17736.906666666666,3273.06036939946,,False
TXN00012493,USR18021,MCH3684,8404.49,8404.49,34.88,False,False,False,2026-03-20,10,20,12,3,4,False,True,False,False,False,True,True,False,False,False,False,0.0,0.0,,False,,False,1.0,8404.49,8404.49,3.0,37211.77,12403.923333333332,8404.49,,,False,12403.923333333332,4564.2997378824,,False
TXN00002376,USR38437,MCH4578,6891.78,6891.78,29.145,False,False,False,2026-02-02,0,2,6,2,0,False,True,False,False,False,True,True,False,False,False,False,0.0,0.0,,False,,False,2.0,17249.329999999998,8624.664999999999,6.0,63817.2,10636.199999999999,8624.664999999999,2450.669469032901,,False,10636.199999999999,7914.044285971617,-0.4731360938474066,False
TXN00016897,USR67814,MCH5171,1728.83,1728.83,8.905000000000001,False,False,False,2026-02-01,2,1,5,2,6,True,True,False,False,False,False,True,True,False,False,False,0.0,0.0,,False,,False,1.0,1728.83,1728.83,3.0,31547.940000000002,10515.980000000001,1728.83,,,False,10515.980000000001,9975.979332872537,,False
TXN00003924,USR42819,MCH7536,6655.55,6655.55,28.139999999999997,False,False,False,2026-02-09,22,9,7,2,0,False,False,True,False,False,False,True,True,False,False,True,1.0,2479.92,M,False,,False,1.0,6655.55,6655.55,4.0,25939.47,6484.8675,6655.55,,,False,6484.8675,688.1363782649969,,False
TXN00012810,USR16089,MCH3478,14920.61,14920.61,60.805,False,False,False,2026-01-28,0,28,5,1,2,False,True,False,False,False,True,False,True,False,False,True,2.0,0.0,"LOW,P3",True,648.0,False,1.0,14920.61,14920.61,3.0,25311.1,8437.033333333333,14920.61,,,False,8437.033333333333,6792.702055885666,,False
TXN00014604,USR90912,MCH3992,6800.75,6800.75,28.744999999999997,False,False,False,2026-02-07,0,7,6,2,5,True,True,False,False,False,True,False,True,False,False,False,0.0,0.0,,False,,False,1.0,6800.75,6800.75,3.0,46034.66,15344.886666666667,6800.75,,,False,15344.886666666667,7704.772820092318,,False
TXN00008536,USR90160,MCH8495,8104.15,8104.15,33.62,False,False,False,2026-01-30,7,30,5,1,4,False,True,False,False,True,False,False,True,False,False,False,0.0,0.0,,False,,False,1.0,8104.15,8104.15,5.0,71295.36,14259.072,8104.15,,,False,14259.072,5160.312091406877,-1.1927422006605726,False
TXN00014556,USR81688,MCH2222,10183.23,10183.23,41.885,False,False,False,2026-01-15,17,15,3,1,3,False,True,False,False,False,True,True,False,False,False,True,1.0,13308.54,P3,True,792.1955555555555,False,1.0,10183.23,10183.23,5.0,52578.99,10515.797999999999,10183.23,,,False,10515.797999999999,6477.199348442967,-0.051344413242421554,False
TXN00004965,USR65014,MCH3468,12070.2,12070.2,49.405,False,False,False,2026-01-17,5,17,3,1,5,True,True,False,False,False,True,True,False,False,False,False,0.0,0.0,,False,,False,1.0,12070.2,12070.2,2.0,19099.47,9549.735,12070.2,,,False,9549.735,3564.4757864867033,,False
TXN00012380,USR11339,MCH9899,22522.69,22522.69,90.365,False,False,False,2026-03-29,17,29,13,3,6,True,True,False,False,False,True,False,True,False,False,False,0.0,0.0,,False,,False,1.0,22522.69,22522.69,3.0,42918.81,14306.269999999999,22522.69,,,False,14306.269999999999,7933.048049545648,,False
TXN00016736,USR86671,MCH1318,22925.42,22925.42,91.89,False,False,False,2026-02-13,10,13,7,2,4,False,True,False,False,False,False,True,True,False,False,True,1.0,15548.64,P3,False,,False,1.0,22925.42,22925.42,3.0,33123.479999999996,11041.159999999998,22925.42,,,False,11041.159999999998,10795.721943047625,,False
TXN00006289,USR35502,MCH6411,24165.1,24165.1,96.75,False,False,False,2026-02-18,7,18,8,2,2,False,True,False,False,False,False,False,True,False,False,False,0.0,0.0,,False,,False,1.0,24165.1,24165.1,3.0,66768.89,22256.296666666665,24165.1,,,False,22256.296666666665,1662.0299424599214,,False
TXN00013908,USR13844,MCH6787,915.95,915.95,5.57,False,False,False,2026-02-19,8,19,8,2,3,False,True,False,False,False,False,False,True,False,False,False,0.0,0.0,,False,,False,1.0,915.95,915.95,6.0,55838.740000000005,9306.456666666667,915.95,,,False,9306.456666666667,6977.306168706276,-1.2025424230770747,False
TXN00005968,USR20374,MCH9694,2195.0,2195.0,10.854999999999999,False,False,False,2026-02-20,0,20,8,2,4,False,True,False,False,False,True,False,True,False,False,True,1.0,2917.69,CRITICAL,True,696.0,False,1.0,2195.0,2195.0,6.0,109489.68,18248.28,2195.0,,,False,18248.28,8533.707305770453,-1.8811613083032326,False
TXN00010276,USR50541,MCH2324,12011.12,12011.12,49.13,False,False,False,2026-01-14,14,14,3,1,2,False,False,False,True,False,False,False,True,False,False,False,0.0,0.0,,False,,False,2.0,27821.4,13910.7,1.0,12011.12,12011.12,13910.7,2686.4117988126836,,False,12011.12,,,False
TXN00006474,USR15164,MCH2258,24223.92,24223.92,96.975,False,False,False,2026-01-16,5,16,3,1,4,False,False,True,False,False,True,True,False,False,False,False,0.0,0.0,,False,,False,1.0,24223.92,24223.92,5.0,83676.79,16735.358,24223.92,,,False,16735.358,9462.73751597919,0.791373742255292,False
TXN00010498,USR80912,MCH8382,14757.01,14757.01,60.135000000000005,False,False,False,2026-02-02,10,2,6,2,0,False,True,False,False,False,False,False,True,False,False,False,0.0,0.0,,False,,False,1.0,14757.01,14757.01,1.0,14757.01,14757.01,14757.01,,,False,14757.01,,,False
TXN00014376,USR70302,MCH5376,20627.72,20627.72,82.87,False,False,False,2026-03-07,4,7,10,3,5,True,True,False,False,False,False,True,True,False,False,False,0.0,0.0,,False,,False,1.0,20627.72,20627.72,3.0,55961.78,18653.926666666666,20627.72,,,False,18653.926666666666,2818.585514408485,,False
TXN00000489,USR16400,MCH8181,23760.78,23760.78,95.17,False,False,False,2026-01-16,7,16,3,1,4,False,True,False,False,False,True,True,False,False,False,False,0.0,0.0,,False,,False,1.0,23760.78,23760.78,4.0,73551.19,18387.7975,23760.78,,,False,18387.7975,7103.374312875888,,False
TXN00015714,USR28439,MCH5333,21372.31,21372.31,85.74000000000001,False,False,False,2026-01-13,22,13,3,1,1,False,True,False,False,False,False,True,True,False,False,False,0.0,0.0,,False,,False,1.0,21372.31,21372.31,3.0,49921.61,16640.536666666667,21372.31,,,False,16640.536666666667,4818.282684622534,,False
TXN00014711,USR90525,MCH9888,10222.36,10222.36,42.059999999999995,False,False,False,2026-02-06,8,6,6,2,4,False,True,False,False,False,False,True,True,False,False,True,1.0,1709.84,P4,False,,False,2.0,14659.43,7329.715,1.0,10222.36,10222.36,7329.715,4090.817790130722,,False,10222.36,,,False
TXN00018474,USR50590,MCH6271,10839.22,10839.22,44.64,False,False,False,2026-02-04,14,4,6,2,2,False,True,False,False,False,True,False,True,False,False,False,0.0,0.0,,False,,False,1.0,10839.22,10839.22,2.0,13916.49,6958.245,10839.22,,,False,6958.245,5488.527480230922,,False
TXN00000224,USR15259,MCH1799,9199.22,9199.22,38.01,False,False,False,2026-03-01,3,1,9,3,6,True,True,False,False,False,True,False,True,False,False,False,0.0,0.0,,False,,False,2.0,33708.63,16854.315,4.0,59374.9,14843.725,16854.315,10825.939170254469,,False,14843.725,4694.982374695352,,False
TXN00005633,USR69720,MCH9129,4672.89,4672.89,20.435,False,False,False,2026-01-29,7,29,5,1,3,False,True,False,False,False,False,True,True,False,False,False,0.0,0.0,,False,,False,2.0,9970.89,4985.445,2.0,28034.45,14017.225,4985.445,442.0195199875228,,False,14017.225,13214.885288357595,,False
TXN00004328,USR19395,MCH4330,24563.21,24563.21,98.30499999999999,False,False,False,2026-02-03,11,3,6,2,1,False,True,False,False,False,True,True,False,False,False,False,0.0,0.0,,False,,False,1.0,24563.21,24563.21,2.0,40557.21,20278.605,24563.21,,,False,20278.605,6059.346500411574,,False
TXN00009685,USR48293,MCH3778,13853.0,13853.0,56.64,False,False,False,2026-02-17,5,17,8,2,1,False,True,False,False,False,False,True,True,False,False,False,0.0,0.0,,False,,False,1.0,13853.0,13853.0,3.0,40379.53,13459.843333333332,13853.0,,,False,13459.843333333332,8502.445134432408,,False
TXN00002724,USR74105,MCH2807,11455.31,11455.31,47.03,False,False,False,2026-03-14,4,14,11,3,5,True,True,False,False,False,False,False,True,False,False,False,0.0,0.0,,False,,False,1.0,11455.31,11455.31,3.0,28918.68,9639.56,11455.31,,,False,9639.56,5394.978551625576,,False
TXN00012687,USR17936,MCH4330,15994.0,15994.0,64.92,False,False,False,2026-01-21,2,21,4,1,2,False,True,False,False,False,False,True,True,False,False,False,0.0,0.0,,False,,False,1.0,15994.0,15994.0,2.0,40557.21,20278.605,15994.0,,,False,20278.605,6059.346500411574,,False
TXN00013883,USR66862,MCH5569,16368.07,16368.07,66.345,False,False,False,2026-01-31,20,31,5,1,5,True,True,False,False,False,False,True,True,False,False,True,1.0,3588.0,M,False,,False,1.0,16368.07,16368.07,3.0,19455.13,6485.043333333334,16368.07,,,False,6485.043333333334,8579.3647102471,,False
TXN00010284,USR84713,MCH8033,20724.96,20724.96,83.3,False,False,False,2026-02-07,17,7,6,2,5,True,True,False,False,False,False,True,True,False,False,False,0.0,0.0,,False,,False,1.0,20724.96,20724.96,3.0,53210.72,17736.906666666666,20724.96,,,False,17736.906666666666,3273.06036939946,,False
