source,target,transaction_count,total_amount,avg_amount,first_transaction_time,last_transaction_time,chargeback_count,disputed_amount,chargebacked_transaction_count,relationship_duration_days,transaction_frequency_per_day,edge_type
USR10088,MCH6132,1,3809.97,3809.97,2026-01-11 14:53:16,2026-01-11 14:53:16,1.0,-2911.37,1,0.0,1.0,TRANSACTED_WITH
USR10094,MCH1173,1,8987.24,8987.24,2026-02-02 00:29:53,2026-02-02 00:29:53,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10100,MCH2458,1,20357.0,20357.0,2026-02-01 21:44:16,2026-02-01 21:44:16,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10104,MCH4652,1,18458.04,18458.04,2026-02-06 19:21:17,2026-02-06 19:21:17,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10107,MCH2424,1,22698.19,22698.19,2026-01-27 07:21:31,2026-01-27 07:21:31,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10110,MCH5014,1,13924.46,13924.46,2026-01-07 17:16:36,2026-01-07 17:16:36,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10111,MCH5125,1,18111.68,18111.68,2026-02-22 18:47:14,2026-02-22 18:47:14,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10119,MCH2039,1,586.09,586.09,2026-03-06 00:10:54,2026-03-06 00:10:54,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10125,MCH1210,1,10766.24,10766.24,2026-03-11 21:06:48,2026-03-11 21:06:48,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10128,MCH1174,1,14669.18,14669.18,2026-02-19 04:55:06,2026-02-19 04:55:06,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10128,MCH9275,1,17945.13,17945.13,2026-01-04 05:27:10,2026-01-04 05:27:10,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10134,MCH2185,1,1750.45,1750.45,2026-01-16 00:00:00,2026-01-16 00:00:00,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10142,MCH3620,1,23295.4,23295.4,2026-03-19 05:44:37,2026-03-19 05:44:37,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10143,MCH3727,1,7545.58,7545.58,2026-08-03 05:28:57,2026-08-03 05:28:57,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10143,MCH6078,1,7244.55,7244.55,2026-01-17 10:23:36,2026-01-17 10:23:36,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10147,MCH3275,1,12485.3,12485.3,2026-01-15 01:40:06,2026-01-15 01:40:06,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10156,MCH1421,1,4524.57,4524.57,2026-03-20 22:04:48,2026-03-20 22:04:48,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10159,MCH2522,1,3524.93,3524.93,2026-03-06 02:46:48,2026-03-06 02:46:48,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10160,MCH5990,1,13850.23,13850.23,2026-03-17 23:03:22,2026-03-17 23:03:22,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10162,MCH8198,1,22520.0,22520.0,2026-01-24 16:09:30,2026-01-24 16:09:30,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10168,MCH9950,1,12265.35,12265.35,2026-03-09 00:00:00,2026-03-09 00:00:00,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10186,MCH8364,1,10108.71,10108.71,2026-02-20 11:00:08,2026-02-20 11:00:08,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10190,MCH4895,1,23371.0,23371.0,2026-02-04 03:08:14,2026-02-04 03:08:14,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10190,MCH5597,1,8794.69,8794.69,2026-02-11 00:00:00,2026-02-11 00:00:00,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10191,MCH5661,1,17880.97,17880.97,2026-03-14 19:06:20,2026-03-14 19:06:20,1.0,-686.93,1,0.0,1.0,TRANSACTED_WITH
USR10193,MCH9375,1,4545.0,4545.0,2026-07-01 07:31:36,2026-07-01 07:31:36,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10195,MCH1412,1,6109.15,6109.15,2026-01-15 08:16:03,2026-01-15 08:16:03,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10196,MCH4153,1,19600.08,19600.08,2026-01-26 23:01:01,2026-01-26 23:01:01,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10197,MCH6735,1,7997.26,7997.26,2026-03-03 22:50:27,2026-03-03 22:50:27,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10201,MCH1897,1,22603.66,22603.66,2026-02-17 14:17:59,2026-02-17 14:17:59,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10207,MCH4636,1,13800.2,13800.2,2026-01-31 01:33:47,2026-01-31 01:33:47,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10208,MCH2346,1,20901.14,20901.14,2026-01-21 19:12:28,2026-01-21 19:12:28,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10226,MCH1277,1,21819.53,21819.53,2026-01-29 15:09:41,2026-01-29 15:09:41,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10250,MCH7688,1,4861.88,4861.88,2026-01-12 17:21:26,2026-01-12 17:21:26,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10255,MCH6246,1,5747.66,5747.66,2026-01-04 01:33:52,2026-01-04 01:33:52,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10259,MCH2840,1,21451.3,21451.3,2026-03-14 11:18:58,2026-03-14 11:18:58,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10261,MCH1485,1,3339.34,3339.34,2026-01-02 23:08:56,2026-01-02 23:08:56,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10264,MCH7016,1,12910.67,12910.67,2026-01-15 14:02:16,2026-01-15 14:02:16,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10270,MCH6735,1,8199.9,8199.9,2026-03-24 21:33:58,2026-03-24 21:33:58,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10273,MCH6512,1,22701.38,22701.38,2026-03-01 11:38:34,2026-03-01 11:38:34,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10276,MCH8795,1,22378.55,22378.55,2026-02-13 04:41:18,2026-02-13 04:41:18,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10279,MCH9877,1,22194.96,22194.96,2026-01-20 16:11:17,2026-01-20 16:11:17,1.0,721.17,1,0.0,1.0,TRANSACTED_WITH
USR10286,MCH6287,1,12267.06,12267.06,2026-03-23 15:09:29,2026-03-23 15:09:29,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10288,MCH8939,1,11412.83,11412.83,2026-02-12 00:00:00,2026-02-12 00:00:00,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10294,MCH8976,1,23537.44,23537.44,2026-03-19 06:32:12,2026-03-19 06:32:12,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10295,MCH7985,1,18552.46,18552.46,2026-02-26 08:13:39,2026-02-26 08:13:39,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10301,MCH9934,1,23384.2,23384.2,2026-03-26 12:26:41,2026-03-26 12:26:41,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10303,MCH2245,1,10374.25,10374.25,2026-03-23 13:15:17,2026-03-23 13:15:17,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10317,MCH6444,1,20149.58,20149.58,2026-03-10 00:00:00,2026-03-10 00:00:00,1.0,-1382.96,1,0.0,1.0,TRANSACTED_WITH
USR10322,MCH8055,1,408.48,408.48,2026-03-16 14:04:28,2026-03-16 14:04:28,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10325,MCH3948,1,7474.11,7474.11,2026-02-28 23:16:58,2026-02-28 23:16:58,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10326,MCH2326,1,8343.09,8343.09,2026-02-28 09:30:57,2026-02-28 09:30:57,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10330,MCH1129,1,24348.78,24348.78,2026-03-01 23:17:57,2026-03-01 23:17:57,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10342,MCH8398,1,12275.27,12275.27,2026-01-08 13:47:31,2026-01-08 13:47:31,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10347,MCH5231,1,13643.61,13643.61,2026-01-24 03:42:23,2026-01-24 03:42:23,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10349,MCH1637,1,3044.34,3044.34,2026-03-26 14:34:27,2026-03-26 14:34:27,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10352,MCH2182,1,14199.97,14199.97,2026-03-30 17:11:48,2026-03-30 17:11:48,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10352,MCH3445,1,8799.23,8799.23,2026-03-05 02:48:39,2026-03-05 02:48:39,1.0,592.68,1,0.0,1.0,TRANSACTED_WITH
USR10358,MCH3643,1,15541.47,15541.47,2026-02-18 19:41:42,2026-02-18 19:41:42,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10358,MCH8900,1,4530.49,4530.49,2026-09-01 05:29:11,2026-09-01 05:29:11,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10363,MCH8130,1,5975.13,5975.13,2026-11-01 05:11:27,2026-11-01 05:11:27,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10364,MCH6125,1,10464.89,10464.89,2026-02-07 01:04:00,2026-02-07 01:04:00,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10364,MCH7982,1,10614.21,10614.21,2026-02-07 02:59:19,2026-02-07 02:59:19,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10365,MCH1195,1,10346.98,10346.98,2026-03-21 12:46:58,2026-03-21 12:46:58,1.0,4081.84,1,0.0,1.0,TRANSACTED_WITH
USR10366,MCH1062,1,7052.81,7052.81,2026-03-27 18:31:35,2026-03-27 18:31:35,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10369,MCH1005,1,8814.65,8814.65,2026-02-19 11:16:25,2026-02-19 11:16:25,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10373,MCH8606,1,16722.14,16722.14,2026-01-16 00:39:36,2026-01-16 00:39:36,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10378,MCH5670,1,14361.6,14361.6,2026-01-22 21:38:44,2026-01-22 21:38:44,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10378,MCH7476,1,4358.52,4358.52,2026-11-03 09:19:51,2026-11-03 09:19:51,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10382,MCH6531,1,1117.86,1117.86,2026-03-28 14:03:50,2026-03-28 14:03:50,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10385,MCH6061,1,10400.56,10400.56,2026-03-26 08:34:47,2026-03-26 08:34:47,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10391,MCH2155,1,21550.55,21550.55,2026-03-14 00:46:20,2026-03-14 00:46:20,1.0,2042.84,1,0.0,1.0,TRANSACTED_WITH
USR10393,MCH6824,1,11108.38,11108.38,2026-01-01 00:27:21,2026-01-01 00:27:21,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10396,MCH7606,1,3323.03,3323.03,2026-02-02 00:00:00,2026-02-02 00:00:00,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10400,MCH2258,1,20025.46,20025.46,2026-01-07 13:21:44,2026-01-07 13:21:44,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10400,MCH6778,1,14782.35,14782.35,2026-01-20 12:19:05,2026-01-20 12:19:05,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10402,MCH1041,1,1891.22,1891.22,2026-03-22 11:15:36,2026-03-22 11:15:36,1.0,1518.0,1,0.0,1.0,TRANSACTED_WITH
USR10402,MCH1519,1,3402.29,3402.29,2026-02-09 00:04:30,2026-02-09 00:04:30,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10411,MCH9623,1,16376.64,16376.64,2026-04-01 22:13:39,2026-04-01 22:13:39,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10415,MCH1424,1,20519.2,20519.2,2026-01-26 09:28:57,2026-01-26 09:28:57,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10421,MCH3852,1,11190.02,11190.02,2026-01-24 19:16:03,2026-01-24 19:16:03,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10422,MCH1782,1,21578.95,21578.95,2026-01-05 10:46:42,2026-01-05 10:46:42,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10428,MCH6133,1,23216.48,23216.48,2026-02-10 00:00:00,2026-02-10 00:00:00,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10435,MCH5412,1,23559.16,23559.16,2026-01-16 23:55:59,2026-01-16 23:55:59,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10436,MCH6944,1,18953.43,18953.43,2026-03-25 14:23:19,2026-03-25 14:23:19,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10437,MCH2642,1,13307.52,13307.52,2026-01-22 15:26:58,2026-01-22 15:26:58,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10440,MCH5971,1,1314.1,1314.1,2026-01-26 22:00:11,2026-01-26 22:00:11,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10441,MCH9322,1,18736.74,18736.74,2026-02-20 05:12:59,2026-02-20 05:12:59,1.0,1327.87,1,0.0,1.0,TRANSACTED_WITH
USR10446,MCH1703,1,14268.33,14268.33,2026-01-04 13:33:58,2026-01-04 13:33:58,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10448,MCH2850,1,8478.13,8478.13,2026-01-27 16:02:09,2026-01-27 16:02:09,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10449,MCH2231,1,5619.77,5619.77,2026-03-11 00:00:00,2026-03-11 00:00:00,1.0,1819.68,1,0.0,1.0,TRANSACTED_WITH
USR10452,MCH7985,1,310.0,310.0,2026-01-16 00:32:02,2026-01-16 00:32:02,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10453,MCH8231,1,19466.04,19466.04,2026-01-04 23:03:05,2026-01-04 23:03:05,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10459,MCH7215,1,16058.82,16058.82,2026-03-25 12:48:16,2026-03-25 12:48:16,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10465,MCH5467,1,8173.69,8173.69,2026-02-14 18:06:03,2026-02-14 18:06:03,1.0,1451.78,1,0.0,1.0,TRANSACTED_WITH
USR10471,MCH9141,1,3515.72,3515.72,2026-01-28 08:46:26,2026-01-28 08:46:26,1.0,529.68,1,0.0,1.0,TRANSACTED_WITH
USR10473,MCH5871,1,9522.9,9522.9,2026-02-13 09:47:03,2026-02-13 09:47:03,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10478,MCH2307,1,10158.0,10158.0,2026-03-23 09:53:16,2026-03-23 09:53:16,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10484,MCH1361,1,12842.92,12842.92,2026-01-01 03:54:40,2026-01-01 03:54:40,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10485,MCH4363,1,4011.6,4011.6,2026-02-16 09:34:51,2026-02-16 09:34:51,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10487,MCH2491,1,3300.86,3300.86,2026-01-10 00:55:35,2026-01-10 00:55:35,1.0,-3662.83,1,0.0,1.0,TRANSACTED_WITH
USR10490,MCH5988,1,19209.22,19209.22,2026-02-17 22:12:33,2026-02-17 22:12:33,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10495,MCH2698,1,19795.4,19795.4,2026-03-24 22:03:45,2026-03-24 22:03:45,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10497,MCH5004,1,5964.18,5964.18,2026-03-22 06:30:37,2026-03-22 06:30:37,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10503,MCH2752,1,17599.39,17599.39,2026-01-09 07:29:41,2026-01-09 07:29:41,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10504,MCH2979,1,24937.87,24937.87,2026-01-14 08:00:02,2026-01-14 08:00:02,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10504,MCH5637,1,23956.7,23956.7,2026-01-19 20:24:49,2026-01-19 20:24:49,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10508,MCH1785,1,10901.63,10901.63,2026-01-21 18:25:17,2026-01-21 18:25:17,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10525,MCH9247,1,8537.7,8537.7,2026-03-08 00:28:28,2026-03-08 00:28:28,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10529,MCH3199,1,9741.23,9741.23,2026-02-22 17:43:35,2026-02-22 17:43:35,1.0,2045.0,1,0.0,1.0,TRANSACTED_WITH
USR10533,MCH5193,1,9772.11,9772.11,2026-03-14 21:19:21,2026-03-14 21:19:21,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10535,MCH7733,1,9842.27,9842.27,2026-03-19 10:23:19,2026-03-19 10:23:19,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10549,MCH8898,1,21986.64,21986.64,2026-02-06 23:38:56,2026-02-06 23:38:56,1.0,0.0,1,0.0,1.0,TRANSACTED_WITH
USR10560,MCH4646,1,9783.4,9783.4,2026-02-03 07:02:26,2026-02-03 07:02:26,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10561,MCH4449,1,12847.56,12847.56,2026-03-10 22:45:05,2026-03-10 22:45:05,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10563,MCH7182,1,7395.86,7395.86,2026-02-09 18:55:20,2026-02-09 18:55:20,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10564,MCH5529,1,8498.56,8498.56,2026-03-15 18:09:48,2026-03-15 18:09:48,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10565,MCH9445,1,2991.3,2991.3,2026-02-11 23:48:40,2026-02-11 23:48:40,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10569,MCH4362,1,8818.59,8818.59,2026-01-23 10:11:52,2026-01-23 10:11:52,1.0,2406.17,1,0.0,1.0,TRANSACTED_WITH
USR10571,MCH8136,1,21343.86,21343.86,2026-03-13 22:41:02,2026-03-13 22:41:02,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10572,MCH1301,1,2022.11,2022.11,2026-01-05 06:23:06,2026-01-05 06:23:06,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10572,MCH9825,1,5582.21,5582.21,2026-06-02 08:58:59,2026-06-02 08:58:59,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10578,MCH2392,1,8187.0,8187.0,2026-01-24 07:25:38,2026-01-24 07:25:38,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10579,MCH8202,1,21404.69,21404.69,2026-02-26 00:00:00,2026-02-26 00:00:00,2.0,1285.1999999999998,1,0.0,1.0,TRANSACTED_WITH
USR10579,MCH9321,1,7969.22,7969.22,2026-11-03 14:16:16,2026-11-03 14:16:16,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10591,MCH6720,1,24954.97,24954.97,2026-01-06 19:41:01,2026-01-06 19:41:01,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10593,MCH6996,1,958.38,958.38,2026-01-11 00:00:00,2026-01-11 00:00:00,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10599,MCH7622,1,11699.73,11699.73,2026-02-25 00:25:31,2026-02-25 00:25:31,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10603,MCH4367,1,19709.0,19709.0,2026-03-04 14:08:02,2026-03-04 14:08:02,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10610,MCH7989,1,20068.06,20068.06,2026-02-28 18:44:48,2026-02-28 18:44:48,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10614,MCH6162,1,9427.12,9427.12,2026-01-13 04:04:23,2026-01-13 04:04:23,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10621,MCH4079,1,20542.71,20542.71,2026-03-15 00:00:00,2026-03-15 00:00:00,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10624,MCH4301,1,23177.46,23177.46,2026-01-10 01:23:00,2026-01-10 01:23:00,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10627,MCH2979,1,22398.77,22398.77,2026-01-01 13:52:16,2026-01-01 13:52:16,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10632,MCH7796,1,6432.08,6432.08,2026-02-10 01:03:03,2026-02-10 01:03:03,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10637,MCH7886,1,10809.86,10809.86,2026-02-27 16:54:42,2026-02-27 16:54:42,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10643,MCH9600,1,13768.13,13768.13,2026-03-03 12:50:03,2026-03-03 12:50:03,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10647,MCH6894,1,1068.32,1068.32,2026-02-10 02:39:17,2026-02-10 02:39:17,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10648,MCH3509,1,22831.88,22831.88,2026-12-03 20:51:45,2026-12-03 20:51:45,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10649,MCH7962,1,18085.02,18085.02,2026-03-25 04:57:25,2026-03-25 04:57:25,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10649,MCH8252,1,20863.11,20863.11,2026-03-15 00:50:05,2026-03-15 00:50:05,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10651,MCH5726,1,4237.36,4237.36,2026-01-25 01:32:55,2026-01-25 01:32:55,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10652,MCH9079,1,9279.38,9279.38,2026-01-05 22:44:04,2026-01-05 22:44:04,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10662,MCH1239,1,16936.77,16936.77,2026-03-03 23:51:34,2026-03-03 23:51:34,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10662,MCH4872,1,22774.07,22774.07,2026-01-14 00:55:15,2026-01-14 00:55:15,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10667,MCH4367,1,550.83,550.83,2026-02-23 08:03:11,2026-02-23 08:03:11,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10673,MCH9990,1,4680.93,4680.93,2026-02-03 01:47:39,2026-02-03 01:47:39,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
USR10674,MCH8332,1,17436.98,17436.98,2026-02-26 09:44:38,2026-02-26 09:44:38,0.0,0.0,0,0.0,1.0,TRANSACTED_WITH
