cluster_id,node_id,node_type
CLU00046,USR89465,USER
CLU00046,USR12265,USER
CLU00046,USR14339,USER
CLU00046,USR36784,USER
CLU00046,MCH4042,MERCHANT
CLU00047,USR76672,USER
CLU00047,USR12519,USER
CLU00047,USR71965,USER
CLU00047,USR67586,USER
CLU00047,USR57999,USER
CLU00047,MCH8080,MERCHANT
CLU00048,USR41041,USER
CLU00048,USR30541,USER
CLU00048,USR35786,USER
CLU00048,USR14002,USER
CLU00048,USR42647,USER
CLU00048,MCH9376,MERCHANT
CLU00049,USR19007,USER
CLU00049,USR62488,USER
CLU00049,USR60635,USER
CLU00049,USR16058,USER
CLU00049,USR84407,USER
CLU00049,MCH5177,MERCHANT
CLU00050,USR88372,USER
CLU00050,USR84959,USER
CLU00050,USR18912,USER
CLU00050,USR92159,USER
CLU00050,USR16352,USER
CLU00050,MCH6114,MERCHANT
CLU00051,USR39585,USER
CLU00051,USR16730,USER
CLU00051,USR98440,USER
CLU00051,USR91027,USER
CLU00051,USR88840,USER
CLU00051,MCH2463,MERCHANT
CLU00052,USR82051,USER
CLU00052,USR71759,USER
CLU00052,USR22310,USER
CLU00052,USR33555,USER
CLU00052,USR17224,USER
CLU00052,MCH8477,MERCHANT
CLU00053,USR67402,USER
CLU00053,USR22448,USER
CLU00053,USR18860,USER
CLU00053,USR91628,USER
CLU00053,USR18609,USER
CLU00053,MCH8810,MERCHANT
CLU00054,USR76757,USER
CLU00054,USR18905,USER
CLU00054,USR60242,USER
CLU00054,USR49320,USER
CLU00054,USR23711,USER
CLU00054,MCH8140,MERCHANT
CLU00055,USR19514,USER
CLU00055,USR31823,USER
CLU00055,USR68150,USER
CLU00055,USR99887,USER
CLU00055,USR53877,USER
CLU00055,MCH1684,MERCHANT
CLU00056,USR53061,USER
CLU00056,USR35749,USER
CLU00056,USR27295,USER
CLU00056,USR58822,USER
CLU00056,USR20341,USER
CLU00056,MCH1137,MERCHANT
CLU00057,USR48202,USER
CLU00057,USR49903,USER
CLU00057,USR23075,USER
CLU00057,USR20391,USER
CLU00057,USR39318,USER
CLU00057,MCH1416,MERCHANT
CLU00058,USR98894,USER
CLU00058,USR86674,USER
CLU00058,USR57092,USER
CLU00058,USR22518,USER
CLU00058,USR61167,USER
CLU00058,MCH3557,MERCHANT
CLU00059,USR80777,USER
CLU00059,USR22736,USER
CLU00059,USR24208,USER
CLU00059,USR55241,USER
CLU00059,USR88745,USER
CLU00059,MCH5925,MERCHANT
CLU00060,USR25226,USER
CLU00060,USR35451,USER
CLU00060,USR68894,USER
CLU00060,USR80894,USER
CLU00060,USR98661,USER
CLU00060,MCH7379,MERCHANT
CLU00061,USR86923,USER
CLU00061,USR44736,USER
CLU00061,USR25857,USER
CLU00061,USR46718,USER
CLU00061,USR46924,USER
CLU00061,MCH7574,MERCHANT
CLU00062,USR80328,USER
CLU00062,USR26110,USER
CLU00062,USR80802,USER
CLU00062,USR99130,USER
CLU00062,USR85221,USER
CLU00062,MCH4089,MERCHANT
CLU00063,USR39980,USER
CLU00063,USR48012,USER
CLU00063,USR99295,USER
CLU00063,USR26389,USER
CLU00063,USR88027,USER
CLU00063,MCH3285,MERCHANT
CLU00064,USR83393,USER
CLU00064,USR72472,USER
CLU00064,USR50365,USER
CLU00064,USR67045,USER
CLU00064,USR26661,USER
CLU00064,MCH5320,MERCHANT
CLU00065,USR36886,USER
CLU00065,USR77634,USER
CLU00065,USR53625,USER
CLU00065,USR27219,USER
CLU00065,USR42483,USER
CLU00065,MCH4084,MERCHANT
CLU00066,USR31976,USER
CLU00066,USR88103,USER
CLU00066,USR27368,USER
CLU00066,USR87505,USER
CLU00066,USR38068,USER
CLU00066,MCH3078,MERCHANT
CLU00067,USR50579,USER
CLU00067,USR91532,USER
CLU00067,USR85411,USER
CLU00067,USR28180,USER
CLU00067,MCH8957,MERCHANT
CLU00067,MCH6621,MERCHANT
CLU00068,USR70265,USER
CLU00068,USR50964,USER
CLU00068,USR29012,USER
CLU00068,USR84504,USER
CLU00068,USR70547,USER
CLU00068,MCH6848,MERCHANT
CLU00069,USR32378,USER
CLU00069,USR30761,USER
CLU00069,USR96932,USER
CLU00069,USR82466,USER
CLU00069,MCH5698,MERCHANT
CLU00069,MCH2768,MERCHANT
CLU00070,USR30976,USER
CLU00070,USR76396,USER
CLU00070,USR69754,USER
CLU00070,USR42368,USER
CLU00070,USR79339,USER
CLU00070,MCH7407,MERCHANT
CLU00071,USR70020,USER
CLU00071,USR33120,USER
CLU00071,USR66547,USER
CLU00071,USR64490,USER
CLU00071,USR77768,USER
CLU00071,MCH8021,MERCHANT
CLU00072,USR88860,USER
CLU00072,USR90190,USER
CLU00072,USR35234,USER
CLU00072,USR80288,USER
CLU00072,USR50218,USER
CLU00072,MCH3292,MERCHANT
CLU00073,USR39577,USER
CLU00073,USR79482,USER
CLU00073,USR83281,USER
CLU00073,USR49397,USER
CLU00073,USR52672,USER
CLU00073,MCH2179,MERCHANT
CLU00074,USR55220,USER
CLU00074,USR53688,USER
CLU00074,USR94116,USER
CLU00074,USR43181,USER
CLU00074,USR55530,USER
CLU00074,MCH6420,MERCHANT
CLU00075,USR81688,USER
CLU00075,USR47178,USER
CLU00075,USR84349,USER
CLU00075,USR49491,USER
CLU00075,USR81394,USER
CLU00075,MCH2222,MERCHANT
CLU00076,USR91153,USER
CLU00076,USR85703,USER
CLU00076,USR60606,USER
CLU00076,USR85669,USER
CLU00076,USR60507,USER
CLU00076,MCH1393,MERCHANT
CLU00077,USR61021,USER
CLU00077,USR78115,USER
CLU00077,USR63885,USER
CLU00077,USR72069,USER
CLU00077,MCH4302,MERCHANT
CLU00077,MCH2942,MERCHANT
CLU00078,USR30572,USER
CLU00078,USR57718,USER
CLU00078,USR10330,USER
CLU00078,USR91946,USER
CLU00078,MCH1129,MERCHANT
CLU00079,USR85115,USER
CLU00079,USR10364,USER
CLU00079,USR44225,USER
CLU00079,MCH7982,MERCHANT
CLU00079,MCH6125,MERCHANT
CLU00080,USR67064,USER
CLU00080,USR60674,USER
CLU00080,USR12469,USER
CLU00080,USR10441,USER
CLU00080,MCH9322,MERCHANT
CLU00081,USR70208,USER
CLU00081,USR76972,USER
CLU00081,USR78019,USER
CLU00081,USR10761,USER
CLU00081,MCH3623,MERCHANT
CLU00082,USR33187,USER
CLU00082,USR32335,USER
CLU00082,USR90337,USER
CLU00082,USR10818,USER
CLU00082,MCH4613,MERCHANT
CLU00083,USR32716,USER
CLU00083,USR77658,USER
CLU00083,USR78597,USER
CLU00083,USR11167,USER
CLU00083,MCH5009,MERCHANT
CLU00084,USR90526,USER
CLU00084,USR11233,USER
CLU00084,USR16587,USER
CLU00084,MCH9455,MERCHANT
CLU00084,MCH9097,MERCHANT
CLU00085,USR94673,USER
CLU00085,USR12021,USER
CLU00085,USR35380,USER
CLU00085,USR24920,USER
CLU00085,MCH8824,MERCHANT
CLU00086,USR35598,USER
CLU00086,USR83894,USER
CLU00086,USR45409,USER
CLU00086,USR12605,USER
CLU00086,MCH5394,MERCHANT
CLU00087,USR15392,USER
CLU00087,USR38138,USER
CLU00087,USR51735,USER
CLU00087,USR13473,USER
CLU00087,MCH1430,MERCHANT
CLU00088,USR71040,USER
CLU00088,USR32438,USER
CLU00088,USR58502,USER
CLU00088,USR13976,USER
CLU00088,MCH8222,MERCHANT
CLU00089,USR75962,USER
CLU00089,USR14167,USER
CLU00089,USR72123,USER
CLU00089,USR83566,USER
CLU00089,MCH8193,MERCHANT
CLU00090,USR74219,USER
CLU00090,USR14203,USER
CLU00090,USR65795,USER
CLU00090,USR73167,USER
CLU00090,MCH7737,MERCHANT
CLU00091,USR32145,USER
CLU00091,USR16299,USER
CLU00091,USR94664,USER
CLU00091,USR14327,USER
CLU00091,MCH3329,MERCHANT
CLU00092,USR16166,USER
CLU00092,USR15518,USER
CLU00092,USR90801,USER
CLU00092,USR50948,USER
CLU00092,MCH2376,MERCHANT
CLU00093,USR15597,USER
CLU00093,USR71491,USER
CLU00093,USR75596,USER
CLU00093,USR24789,USER
CLU00093,MCH9585,MERCHANT
CLU00094,USR68854,USER
CLU00094,USR22559,USER
CLU00094,USR76083,USER
CLU00094,USR15833,USER
CLU00094,MCH5028,MERCHANT
CLU00095,USR94957,USER
CLU00095,USR17587,USER
CLU00095,USR20435,USER
CLU00095,USR77865,USER
CLU00095,MCH9139,MERCHANT
CLU00096,USR70411,USER
CLU00096,USR44960,USER
CLU00096,USR55820,USER
CLU00096,USR17760,USER
CLU00096,MCH4473,MERCHANT
CLU00097,USR37344,USER
CLU00097,USR18954,USER
CLU00097,USR20271,USER
CLU00097,USR72518,USER
CLU00097,MCH7472,MERCHANT
CLU00098,USR49363,USER
CLU00098,USR20811,USER
CLU00098,USR19579,USER
CLU00098,USR77780,USER
CLU00098,MCH7519,MERCHANT
CLU00099,USR27664,USER
CLU00099,USR93128,USER
CLU00099,USR71634,USER
CLU00099,USR20098,USER
CLU00099,MCH1501,MERCHANT
CLU00100,USR27500,USER
CLU00100,USR86576,USER
CLU00100,USR21089,USER
CLU00100,USR81149,USER
CLU00100,MCH9897,MERCHANT
CLU00101,USR31531,USER
CLU00101,USR29908,USER
CLU00101,USR21588,USER
CLU00101,USR93269,USER
CLU00101,MCH9457,MERCHANT
CLU00102,USR21910,USER
CLU00102,USR51470,USER
CLU00102,USR33667,USER
CLU00102,MCH6746,MERCHANT
CLU00102,MCH9520,MERCHANT
CLU00103,USR21946,USER
CLU00103,USR40182,USER
CLU00103,USR22372,USER
CLU00103,USR69904,USER
CLU00103,MCH5589,MERCHANT
CLU00104,USR72502,USER
CLU00104,USR21980,USER
CLU00104,USR41749,USER
CLU00104,USR91729,USER
CLU00104,MCH9607,MERCHANT
CLU00105,USR60570,USER
CLU00105,USR33717,USER
CLU00105,USR22296,USER
CLU00105,USR71756,USER
CLU00105,MCH9358,MERCHANT
CLU00106,USR71235,USER
CLU00106,USR22348,USER
CLU00106,USR34262,USER
CLU00106,USR22336,USER
CLU00106,MCH6678,MERCHANT
CLU00107,USR22770,USER
CLU00107,USR93707,USER
CLU00107,USR63941,USER
CLU00107,MCH5525,MERCHANT
CLU00107,MCH7614,MERCHANT
CLU00108,USR70321,USER
CLU00108,USR26368,USER
CLU00108,USR53986,USER
CLU00108,USR23101,USER
CLU00108,MCH4314,MERCHANT
CLU00109,USR26299,USER
CLU00109,USR50117,USER
CLU00109,USR23108,USER
CLU00109,USR58655,USER
CLU00109,MCH1509,MERCHANT
CLU00110,USR70148,USER
CLU00110,USR38535,USER
CLU00110,USR23865,USER
CLU00110,USR48068,USER
CLU00110,MCH7442,MERCHANT
CLU00111,USR35589,USER
CLU00111,USR78234,USER
CLU00111,USR24548,USER
CLU00111,MCH3818,MERCHANT
CLU00111,MCH9785,MERCHANT
CLU00112,USR24936,USER
CLU00112,USR92208,USER
CLU00112,USR24860,USER
CLU00112,MCH8780,MERCHANT
CLU00112,MCH5917,MERCHANT
CLU00113,USR31289,USER
CLU00113,USR25496,USER
CLU00113,USR38364,USER
CLU00113,USR64240,USER
CLU00113,MCH3128,MERCHANT
CLU00114,USR61630,USER
CLU00114,USR95217,USER
CLU00114,USR39114,USER
CLU00114,USR25593,USER
CLU00114,MCH9572,MERCHANT
CLU00115,USR42784,USER
CLU00115,USR55010,USER
CLU00115,USR26386,USER
CLU00115,USR91982,USER
CLU00115,MCH2692,MERCHANT
CLU00116,USR28279,USER
CLU00116,USR34032,USER
CLU00116,USR28099,USER
CLU00116,USR94923,USER
CLU00116,MCH8713,MERCHANT
CLU00117,USR82393,USER
CLU00117,USR66485,USER
CLU00117,USR28352,USER
CLU00117,MCH1627,MERCHANT
CLU00117,MCH1171,MERCHANT
CLU00118,USR28535,USER
CLU00118,USR95047,USER
CLU00118,USR82235,USER
CLU00118,USR81387,USER
CLU00118,MCH9186,MERCHANT
CLU00119,USR82500,USER
CLU00119,USR91590,USER
CLU00119,USR29579,USER
CLU00119,USR66398,USER
CLU00119,MCH8357,MERCHANT
CLU00120,USR76639,USER
CLU00120,USR89760,USER
CLU00120,USR31358,USER
CLU00120,MCH3412,MERCHANT
CLU00120,MCH5727,MERCHANT
CLU00121,USR73000,USER
CLU00121,USR65744,USER
CLU00121,USR31370,USER
CLU00121,USR76574,USER
CLU00121,MCH6510,MERCHANT
CLU00122,USR76039,USER
CLU00122,USR34618,USER
CLU00122,USR78448,USER
CLU00122,USR51311,USER
CLU00122,MCH4401,MERCHANT
CLU00123,USR78713,USER
CLU00123,USR73870,USER
CLU00123,USR98592,USER
CLU00123,USR34850,USER
CLU00123,MCH7678,MERCHANT
CLU00124,USR90481,USER
CLU00124,USR92468,USER
CLU00124,USR48398,USER
CLU00124,USR35041,USER
CLU00124,MCH3650,MERCHANT
CLU00125,USR77908,USER
CLU00125,USR35083,USER
CLU00125,USR63144,USER
CLU00125,USR96925,USER
CLU00125,MCH9550,MERCHANT
CLU00126,USR36829,USER
CLU00126,USR56428,USER
CLU00126,USR48829,USER
CLU00126,USR69293,USER
CLU00126,MCH1508,MERCHANT
CLU00127,USR95364,USER
CLU00127,USR37193,USER
CLU00127,USR77321,USER
CLU00127,USR37955,USER
CLU00127,MCH2574,MERCHANT
CLU00128,USR61129,USER
CLU00128,USR37596,USER
CLU00128,USR45689,USER
CLU00128,USR99407,USER
CLU00128,MCH4843,MERCHANT
CLU00129,USR37919,USER
CLU00129,USR71804,USER
CLU00129,USR45039,USER
CLU00129,MCH9269,MERCHANT
CLU00129,MCH1319,MERCHANT
CLU00130,USR65177,USER
CLU00130,USR70747,USER
CLU00130,USR41813,USER
CLU00130,USR45240,USER
CLU00130,MCH8361,MERCHANT
CLU00131,USR96330,USER
